id,matchPeriod,minute,second,type.primary,type.secondary,team.name,player.name,location.x,location.y,pass.endLocation.x,pass.endLocation.y,pass.recipient.name,pass.accurate,shot.xg,shot.isGoal,shot.onTarget
100128,1H,25,10,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,26.9,86.9,16.3,32.5,Rodwell,True,,,
100051,1H,25,17,pass,short_or_medium_pass,Sydney FC,Grant,24.0,6.5,21.6,39.4,Rodwell,True,,,
100347,1H,25,42,pass,short_or_medium_pass,Melbourne Victory,Vidosic,21.0,18.8,36.8,64.6,Brimmer,True,,,
100189,1H,25,45,pass,short_or_medium_pass,Sydney FC,Lolley,59.0,41.5,23.6,44.3,Rodwell,True,,,
100462,1H,25,49,pass,short_or_medium_pass,Melbourne Victory,Bacus,51.5,57.0,34.6,60.9,Brimmer,True,,,
100028,1H,25,51,pass,short_or_medium_pass,Sydney FC,Redmayne,1.5,52.3,26.3,36.2,Rodwell,True,,,
100227,1H,25,58,pass,short_or_medium_pass,Sydney FC,Kucharski,63.6,71.7,80.3,16.8,Segecic,True,,,
100466,1H,25,59,pass,short_or_medium_pass,Melbourne Victory,Bacus,51.5,53.3,57.7,20.8,Rojas,True,,,
100120,1H,26,6,pass,short_or_medium_pass,Sydney FC,Burgess,18.4,60.1,62.2,73.3,Kucharski,True,,,
100234,1H,26,10,pass,short_or_medium_pass,Sydney FC,Kucharski,44.2,83.1,63.5,78.0,Brattan,True,,,
100723,1H,26,10,touch,,Sydney FC,Lolley,21.6,65.9,,,,,,,
100356,1H,26,11,pass,short_or_medium_pass,Melbourne Victory,Geria,13.6,39.3,3.2,49.4,Izzo,True,,,
100322,1H,26,13,pass,short_or_medium_pass,Melbourne Victory,Izzo,3.7,55.8,18.3,41.9,Geria,True,,,
100455,1H,26,14,pass,short_or_medium_pass,Melbourne Victory,Bacus,63.0,54.2,21.9,57.1,Roderick,True,,,
100587,1H,26,25,touch,,Sydney FC,Lolley,99.0,44.5,,,,,,,
100668,1H,26,35,touch,,Sydney FC,Girdwood-Reich,19.9,62.2,,,,,,,
100881,1H,26,44,touch,,Melbourne Victory,Bacus,25.1,87.7,,,,,,,
100258,1H,26,49,pass,short_or_medium_pass,Sydney FC,Teague,84.8,55.4,63.4,82.4,Kucharski,True,,,
100892,1H,26,52,touch,,Melbourne Victory,Brimmer,54.9,89.9,,,,,,,
100212,1H,26,58,pass,short_or_medium_pass,Sydney FC,Kucharski,63.7,79.9,32.5,83.0,Girdwood-Reich,True,,,
100551,1H,27,5,touch,,Sydney FC,Caceres,70.2,93.9,,,,,,,
100057,1H,27,8,pass,short_or_medium_pass,Sydney FC,Grant,25.0,15.0,24.3,62.1,Burgess,True,,,
100477,1H,27,17,pass,short_or_medium_pass,Melbourne Victory,Kalifa,63.2,79.4,29.7,66.2,Brimmer,True,,,
100695,1H,27,17,touch,,Sydney FC,Teague,78.6,23.9,,,,,,,
100673,1H,27,18,touch,,Sydney FC,Grant,99.0,1.0,,,,,,,
100362,1H,27,31,pass,short_or_medium_pass,Melbourne Victory,Geria,18.2,34.8,22.8,60.1,Roderick,True,,,
100033,1H,28,1,pass,short_or_medium_pass,Sydney FC,Redmayne,9.6,39.4,24.1,60.5,Burgess,True,,,
100785,1H,28,4,touch,,Melbourne Victory,Brimmer,53.0,3.1,,,,,,,
100449,1H,28,11,pass,short_or_medium_pass,Melbourne Victory,Rojas,53.7,32.7,21.6,8.8,Vidosic,True,,,
100531,1H,28,16,touch,,Sydney FC,Brattan,15.5,63.4,,,,,,,
100154,1H,28,22,pass,short_or_medium_pass,Sydney FC,Caceres,34.8,56.8,34.7,13.4,Grant,True,,,
100903,1H,28,30,touch,,Melbourne Victory,Brimmer,11.7,48.2,,,,,,,
100255,1H,28,31,pass,short_or_medium_pass,Sydney FC,Teague,72.8,49.5,53.7,14.4,Lolley,True,,,
100147,1H,28,38,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,20.9,83.3,53.9,79.2,Kucharski,True,,,
100402,1H,28,38,pass,short_or_medium_pass,Melbourne Victory,Arslan,45.3,52.2,5.1,38.3,Geria,True,,,
100850,1H,28,50,touch,,Melbourne Victory,Kalifa,40.3,97.9,,,,,,,
100133,1H,29,9,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,26.9,87.6,24.9,62.9,Burgess,True,,,
100125,1H,29,12,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,19.5,92.6,21.3,17.0,Grant,True,,,
100731,1H,29,16,touch,,Sydney FC,Redmayne,63.4,4.6,,,,,,,
100789,1H,29,17,touch,,Melbourne Victory,Chiba,69.6,13.8,,,,,,,
100315,1H,29,20,pass,short_or_medium_pass,Melbourne Victory,Izzo,1.0,47.9,22.1,19.5,Vidosic,True,,,
100836,1H,29,42,touch,,Melbourne Victory,Roderick,33.2,72.4,,,,,,,
100086,1H,29,51,pass,short_or_medium_pass,Sydney FC,Rodwell,22.8,33.5,23.3,77.8,Burgess,True,,,
100413,1H,30,2,pass,short_or_medium_pass,Melbourne Victory,Arslan,46.2,44.8,67.1,47.9,Bacus,True,,,
100213,1H,30,7,pass,short_or_medium_pass,Sydney FC,Kucharski,58.3,71.1,35.2,87.0,Girdwood-Reich,True,,,
100194,1H,30,8,pass,short_or_medium_pass,Sydney FC,Lolley,64.8,31.6,75.4,20.5,Segecic,True,,,
100670,1H,30,12,touch,,Sydney FC,Grant,56.5,72.5,,,,,,,
100105,1H,30,13,pass,short_or_medium_pass,Sydney FC,Burgess,20.3,67.7,6.7,41.1,Redmayne,True,,,
100735,1H,30,25,touch,,Sydney FC,Brattan,31.9,35.8,,,,,,,
100746,1H,30,34,touch,,Melbourne Victory,Neyder,30.5,95.9,,,,,,,
100407,1H,30,48,pass,short_or_medium_pass,Melbourne Victory,Arslan,40.3,38.2,33.8,69.0,Brimmer,True,,,
100328,1H,30,49,pass,short_or_medium_pass,Melbourne Victory,Izzo,1.0,48.2,17.2,68.2,Roderick,True,,,
100243,1H,30,52,pass,short_or_medium_pass,Sydney FC,Segecic,70.1,21.1,49.0,24.9,Lolley,True,,,
100200,1H,31,7,pass,short_or_medium_pass,Sydney FC,Lolley,50.4,13.5,77.5,48.4,Teague,True,,,
100390,1H,31,12,pass,short_or_medium_pass,Melbourne Victory,Neyder,29.1,78.0,35.0,64.1,Brimmer,True,,,
100004,1H,31,29,shot,goal,Sydney FC,Teague,91.5,46.0,,,,,0.34,True,True
100686,1H,31,30,touch,,Sydney FC,Brattan,26.4,65.2,,,,,,,
100175,1H,31,39,pass,short_or_medium_pass,Sydney FC,Caceres,45.1,57.2,68.6,28.2,Segecic,True,,,
100349,1H,31,39,pass,short_or_medium_pass,Melbourne Victory,Vidosic,23.7,22.8,60.3,47.3,Bacus,True,,,
100202,1H,31,41,pass,short_or_medium_pass,Sydney FC,Lolley,58.3,40.6,73.6,77.2,Brattan,True,,,
100630,1H,31,42,touch,,Sydney FC,Rodwell,1.0,58.6,,,,,,,
100031,1H,31,49,pass,short_or_medium_pass,Sydney FC,Redmayne,6.8,53.2,17.6,70.3,Burgess,True,,,
100100,1H,31,53,pass,short_or_medium_pass,Sydney FC,Burgess,7.8,64.6,2.8,52.6,Redmayne,True,,,
100721,1H,31,59,touch,,Sydney FC,Redmayne,59.1,89.3,,,,,,,
100820,1H,32,3,touch,,Melbourne Victory,Chiba,94.7,68.1,,,,,,,
100830,1H,32,4,touch,,Melbourne Victory,Neyder,7.6,79.8,,,,,,,
100208,1H,32,5,pass,short_or_medium_pass,Sydney FC,Kucharski,60.9,76.5,16.5,38.6,Rodwell,True,,,
100334,1H,32,12,pass,short_or_medium_pass,Melbourne Victory,Izzo,16.1,43.7,27.2,82.4,Neyder,True,,,
100296,1H,32,26,pass,progressive_pass,Sydney FC,Girdwood-Reich,32.4,63.8,57.0,95.0,Rodwell,True,,,
100158,1H,32,39,pass,short_or_medium_pass,Sydney FC,Caceres,42.1,43.2,30.3,48.0,Rodwell,True,,,
100264,1H,32,45,pass,short_or_medium_pass,Sydney FC,Teague,65.2,48.4,74.8,70.9,Brattan,True,,,
100804,1H,32,45,touch,,Melbourne Victory,Rojas,38.4,59.3,,,,,,,
100724,1H,32,46,touch,,Sydney FC,Redmayne,35.9,56.6,,,,,,,
100214,1H,33,9,pass,short_or_medium_pass,Sydney FC,Kucharski,62.7,70.5,47.6,40.9,Caceres,True,,,
100085,1H,33,19,pass,short_or_medium_pass,Sydney FC,Rodwell,17.4,32.6,21.8,61.7,Burgess,True,,,
100536,1H,33,20,touch,,Sydney FC,Kucharski,17.9,75.7,,,,,,,
100666,1H,33,20,touch,,Sydney FC,Brattan,69.2,12.8,,,,,,,
100710,1H,33,27,touch,,Sydney FC,Rodwell,23.8,46.9,,,,,,,
100778,1H,33,35,touch,,Melbourne Victory,Roderick,34.5,78.8,,,,,,,
100899,1H,33,37,touch,,Melbourne Victory,Geria,46.8,88.1,,,,,,,
100657,1H,33,56,touch,,Sydney FC,Caceres,61.5,11.3,,,,,,,
100802,1H,34,7,touch,,Melbourne Victory,Brimmer,25.4,72.5,,,,,,,
100061,1H,34,15,pass,short_or_medium_pass,Sydney FC,Grant,36.7,8.9,46.9,53.3,Caceres,True,,,
100663,1H,34,22,touch,,Sydney FC,Brattan,32.5,74.2,,,,,,,
100807,1H,34,33,touch,,Melbourne Victory,Rojas,32.7,11.2,,,,,,,
100478,1H,34,36,pass,short_or_medium_pass,Melbourne Victory,Kalifa,60.4,80.1,48.3,60.7,Brimmer,True,,,
100343,1H,34,48,pass,short_or_medium_pass,Melbourne Victory,Vidosic,17.1,12.4,14.9,66.1,Roderick,True,,,
100379,1H,35,0,pass,short_or_medium_pass,Melbourne Victory,Neyder,30.2,81.4,9.3,50.5,Izzo,True,,,
100699,1H,35,2,touch,,Sydney FC,Rodwell,35.7,55.0,,,,,,,
100310,1H,35,5,pass,progressive_pass,Sydney FC,Burgess,10.0,62.4,39.6,78.8,,False,,,
100440,1H,35,19,pass,short_or_medium_pass,Melbourne Victory,Brimmer,43.6,63.0,67.6,75.9,Kalifa,True,,,
100743,1H,35,21,touch,,Melbourne Victory,Bacus,26.3,43.0,,,,,,,
100677,1H,35,24,touch,,Sydney FC,Segecic,62.3,58.3,,,,,,,
100222,1H,35,29,pass,short_or_medium_pass,Sydney FC,Kucharski,49.0,69.9,47.2,53.4,Caceres,True,,,
100580,1H,35,29,touch,,Sydney FC,Girdwood-Reich,48.0,61.4,,,,,,,
100862,1H,35,38,touch,,Melbourne Victory,Brimmer,31.5,89.3,,,,,,,
100302,1H,35,53,pass,progressive_pass,Sydney FC,Grant,38.5,5.0,59.6,5.0,Lolley,True,,,
100497,1H,35,56,pass,progressive_pass,Melbourne Victory,Neyder,28.0,95.0,47.7,90.2,Bacus,True,,,
100726,1H,35,57,touch,,Sydney FC,Kucharski,70.4,26.6,,,,,,,
100454,1H,36,0,pass,short_or_medium_pass,Melbourne Victory,Bacus,70.3,33.1,17.7,1.9,Vidosic,True,,,
100548,1H,36,4,touch,,Sydney FC,Rodwell,1.0,17.6,,,,,,,
100246,1H,36,5,pass,short_or_medium_pass,Sydney FC,Segecic,76.4,21.8,49.8,24.1,Lolley,True,,,
100159,1H,36,21,pass,short_or_medium_pass,Sydney FC,Caceres,38.7,50.1,17.9,36.1,Rodwell,True,,,
100221,1H,36,26,pass,short_or_medium_pass,Sydney FC,Kucharski,55.5,71.6,57.6,48.4,Caceres,True,,,
100166,1H,36,30,pass,short_or_medium_pass,Sydney FC,Caceres,35.5,52.7,31.0,89.8,Girdwood-Reich,True,,,
100838,1H,36,36,touch,,Melbourne Victory,Roderick,39.6,16.6,,,,,,,
100168,1H,36,42,pass,short_or_medium_pass,Sydney FC,Caceres,40.6,48.1,67.3,31.9,Lolley,True,,,
100256,1H,36,49,pass,short_or_medium_pass,Sydney FC,Teague,75.2,58.0,49.7,82.2,Kucharski,True,,,
100188,1H,37,3,pass,short_or_medium_pass,Sydney FC,Lolley,49.3,26.8,31.8,21.9,Grant,True,,,
100442,1H,37,15,pass,short_or_medium_pass,Melbourne Victory,Brimmer,53.2,63.6,68.6,57.2,Chiba,True,,,
100900,1H,37,27,touch,,Melbourne Victory,Rojas,31.6,71.4,,,,,,,
100152,1H,37,28,pass,short_or_medium_pass,Sydney FC,Caceres,58.6,52.3,33.2,16.7,Grant,True,,,
100219,1H,37,35,pass,short_or_medium_pass,Sydney FC,Kucharski,42.9,55.9,40.3,48.0,Caceres,True,,,
100485,1H,37,39,pass,short_or_medium_pass,Melbourne Victory,Kalifa,57.1,70.7,69.8,54.7,Chiba,True,,,
100071,1H,37,52,pass,short_or_medium_pass,Sydney FC,Rodwell,27.9,48.4,3.5,54.2,Redmayne,True,,,
100706,1H,38,7,touch,,Sydney FC,Girdwood-Reich,66.9,5.6,,,,,,,
100236,1H,38,9,pass,short_or_medium_pass,Sydney FC,Kucharski,72.4,65.9,74.4,77.8,Brattan,True,,,
100220,1H,38,11,pass,short_or_medium_pass,Sydney FC,Kucharski,57.2,71.0,36.9,44.8,Caceres,True,,,
100714,1H,38,14,touch,,Sydney FC,Redmayne,78.4,22.8,,,,,,,
100054,1H,38,18,pass,short_or_medium_pass,Sydney FC,Grant,29.4,21.3,23.2,63.0,Burgess,True,,,
100476,1H,38,28,pass,short_or_medium_pass,Melbourne Victory,Kalifa,60.3,79.3,42.4,51.1,Brimmer,True,,,
100873,1H,38,40,touch,,Melbourne Victory,Arslan,75.3,66.5,,,,,,,
100610,1H,38,50,touch,,Sydney FC,Kucharski,76.0,82.5,,,,,,,
100303,1H,39,5,pass,progressive_pass,Sydney FC,Burgess,27.6,58.8,59.4,80.1,Lolley,True,,,
100594,1H,39,10,touch,,Sydney FC,Girdwood-Reich,16.0,39.3,,,,,,,
100632,1H,39,11,touch,,Sydney FC,Girdwood-Reich,34.9,99.0,,,,,,,
100633,1H,39,18,touch,,Sydney FC,Girdwood-Reich,68.1,74.2,,,,,,,
100577,1H,39,23,touch,,Sydney FC,Teague,62.7,16.4,,,,,,,
100225,1H,39,25,pass,short_or_medium_pass,Sydney FC,Kucharski,38.3,70.1,61.2,26.9,Lolley,True,,,
100309,1H,39,28,pass,progressive_pass,Sydney FC,Rodwell,29.0,35.6,44.3,35.7,,False,,,
100766,1H,39,38,touch,,Melbourne Victory,Rojas,61.2,77.3,,,,,,,
100320,1H,39,47,pass,short_or_medium_pass,Melbourne Victory,Izzo,19.3,44.2,23.7,48.2,Geria,True,,,
100232,1H,40,6,pass,short_or_medium_pass,Sydney FC,Kucharski,54.3,59.3,75.9,78.4,Brattan,True,,,
100090,1H,40,7,pass,short_or_medium_pass,Sydney FC,Rodwell,23.2,37.5,22.3,80.6,Girdwood-Reich,True,,,
100341,1H,40,12,pass,short_or_medium_pass,Melbourne Victory,Vidosic,16.8,25.1,15.7,41.6,Geria,True,,,
100294,1H,40,40,pass,progressive_pass,Sydney FC,Girdwood-Reich,27.9,95.0,56.6,95.0,Brattan,True,,,
100143,1H,40,52,pass,short_or_medium_pass,Sydney FC,Girdwood-Reich,38.7,78.3,54.4,50.3,Caceres,True,,,
100067,1H,40,54,pass,short_or_medium_pass,Sydney FC,Grant,21.8,9.2,45.9,66.3,Kucharski,True,,,
100801,1H,40,57,touch,,Melbourne Victory,Chiba,56.6,10.5,,,,,,,
100156,1H,41,1,pass,short_or_medium_pass,Sydney FC,Caceres,44.6,47.4,20.6,19.4,Grant,True,,,
100263,1H,41,1,pass,short_or_medium_pass,Sydney FC,Teague,94.7,47.5,69.0,76.7,Brattan,True,,,
100178,1H,41,6,pass,short_or_medium_pass,Sydney FC,Caceres,45.9,46.0,68.1,64.9,Teague,True,,,
100635,1H,41,6,touch,,Sydney FC,Girdwood-Reich,96.2,61.1,,,,,,,
100345,1H,41,20,pass,short_or_medium_pass,Melbourne Victory,Vidosic,23.8,19.3,29.0,32.1,Arslan,True,,,
100114,1H,41,28,pass,short_or_medium_pass,Sydney FC,Burgess,36.3,66.3,27.8,82.8,Girdwood-Reich,True,,,
100015,1H,41,32,shot,,Melbourne Victory,Rojas,93.2,52.5,,,,,0.38,False,True
100512,1H,41,32,pass,progressive_pass,Melbourne Victory,Roderick,15.3,62.4,32.6,53.2,Brimmer,True,,,
100764,1H,41,32,touch,,Melbourne Victory,Roderick,92.1,18.6,,,,,,,
100861,1H,41,41,touch,,Melbourne Victory,Izzo,21.4,61.7,,,,,,,
100385,1H,41,43,pass,short_or_medium_pass,Melbourne Victory,Neyder,21.7,89.8,13.4,51.9,Roderick,True,,,
100640,1H,41,54,touch,,Sydney FC,Redmayne,23.8,37.7,,,,,,,
100490,1H,41,55,pass,short_or_medium_pass,Melbourne Victory,Chiba,74.0,52.8,67.6,16.7,Rojas,True,,,
100642,1H,42,4,touch,,Sydney FC,Caceres,74.6,85.0,,,,,,,
100747,1H,42,17,touch,,Melbourne Victory,Arslan,43.5,42.5,,,,,,,
100314,1H,42,18,pass,progressive_pass,Sydney FC,Rodwell,21.5,45.2,42.1,27.5,,False,,,
100498,1H,42,25,pass,progressive_pass,Melbourne Victory,Arslan,54.2,46.9,87.1,80.5,,False,,,
100664,1H,42,30,touch,,Sydney FC,Lolley,47.6,58.4,,,,,,,
100005,1H,42,35,shot,,Sydney FC,Brattan,88.9,35.0,,,,,0.14,False,False
100211,1H,42,36,pass,short_or_medium_pass,Sydney FC,Kucharski,52.8,78.1,17.5,62.3,Burgess,True,,,
100813,1H,42,59,touch,,Melbourne Victory,Izzo,14.1,96.3,,,,,,,
100436,1H,43,1,pass,short_or_medium_pass,Melbourne Victory,Brimmer,34.2,56.1,63.4,61.5,Bacus,True,,,
100554,1H,43,8,touch,,Sydney FC,Girdwood-Reich,71.8,46.4,,,,,,,
100486,1H,43,16,pass,short_or_medium_pass,Melbourne Victory,Kalifa,62.4,79.9,80.8,53.5,Chiba,True,,,
100761,1H,43,17,touch,,Melbourne Victory,Brimmer,86.9,34.8,,,,,,,
100422,1H,43,38,pass,short_or_medium_pass,Melbourne Victory,Brimmer,46.2,61.3,16.5,61.7,Roderick,True,,,
100611,1H,43,38,touch,,Sydney FC,Burgess,22.3,42.8,,,,,,,
100491,1H,43,40,pass,short_or_medium_pass,Melbourne Victory,Chiba,86.8,44.2,57.1,23.2,Rojas,True,,,
100494,1H,43,50,pass,short_or_medium_pass,Melbourne Victory,Chiba,83.9,48.0,61.4,52.4,Bacus,True,,,
100238,1H,43,51,pass,short_or_medium_pass,Sydney FC,Segecic,77.3,31.7,28.2,39.4,Rodwell,True,,,
100262,1H,43,51,pass,short_or_medium_pass,Sydney FC,Teague,77.8,43.7,66.1,78.6,Brattan,True,,,
100190,1H,43,57,pass,short_or_medium_pass,Sydney FC,Lolley,56.3,27.6,50.3,60.1,Caceres,True,,,
100730,1H,44,7,touch,,Sydney FC,Segecic,93.4,28.1,,,,,,,
100742,1H,44,7,touch,,Melbourne Victory,Kalifa,57.8,33.3,,,,,,,
100421,1H,44,17,pass,short_or_medium_pass,Melbourne Victory,Brimmer,46.9,69.6,19.6,65.8,Roderick,True,,,
100639,1H,44,37,touch,,Sydney FC,Brattan,46.7,26.8,,,,,,,
100206,1H,44,38,pass,short_or_medium_pass,Sydney FC,Kucharski,48.4,72.5,29.8,9.3,Grant,True,,,
100641,1H,44,44,touch,,Sydney FC,Grant,71.5,10.6,,,,,,,
100475,2H,45,19,pass,short_or_medium_pass,Melbourne Victory,Kalifa,63.0,75.0,38.7,27.0,Arslan,True,,,
100744,2H,45,23,touch,,Melbourne Victory,Geria,35.5,10.3,,,,,,,
100329,2H,45,27,pass,short_or_medium_pass,Melbourne Victory,Izzo,1.0,53.8,17.1,64.8,Roderick,True,,,
100386,2H,45,37,pass,short_or_medium_pass,Melbourne Victory,Neyder,29.3,76.7,27.3,61.4,Roderick,True,,,
100905,2H,45,43,touch,,Melbourne Victory,Rojas,32.9,54.9,,,,,,,
100052,2H,45,47,pass,short_or_medium_pass,Sydney FC,Grant,29.5,14.1,17.7,50.1,Rodwell,True,,,
100272,2H,45,48,pass,short_or_medium_pass,Sydney FC,Brattan,67.8,83.1,60.7,29.2,Lolley,True,,,
100257,2H,45,49,pass,short_or_medium_pass,Sydney FC,Teague,76.3,46.8,66.6,75.2,Kucharski,True,,,
100620,2H,45,50,touch,,Sydney FC,Kucharski,29.1,91.0,,,,,,,
100529,2H,45,53,touch,,Sydney FC,Segecic,38.7,62.1,,,,,,,
100063,2H,45,56,pass,short_or_medium_pass,Sydney FC,Grant,26.5,19.0,58.0,25.2,Lolley,True,,,
100846,2H,46,2,touch,,Melbourne Victory,Rojas,1.0,54.6,,,,,,,
100350,2H,46,3,pass,short_or_medium_pass,Melbourne Victory,Vidosic,19.1,18.1,58.4,75.5,Kalifa,True,,,
100075,2H,46,15,pass,short_or_medium_pass,Sydney FC,Rodwell,14.8,45.3,8.1,43.0,Redmayne,True,,,
100772,2H,46,15,touch,,Melbourne Victory,Bacus,17.8,71.2,,,,,,,
100282,2H,46,28,pass,progressive_pass,Sydney FC,Grant,24.7,9.9,48.7,17.4,Girdwood-Reich,True,,,
100348,2H,46,36,pass,short_or_medium_pass,Melbourne Victory,Vidosic,26.1,22.6,62.2,22.9,Rojas,True,,,
100240,2H,46,38,pass,short_or_medium_pass,Sydney FC,Segecic,72.6,17.4,54.1,54.2,Caceres,True,,,
100489,2H,46,45,pass,short_or_medium_pass,Melbourne Victory,Chiba,71.7,55.3,36.8,70.3,Brimmer,True,,,
100501,2H,46,46,pass,progressive_pass,Melbourne Victory,Neyder,23.1,94.4,41.4,95.0,Geria,True,,,
100755,2H,46,48,touch,,Melbourne Victory,Vidosic,14.4,65.4,,,,,,,
100203,2H,46,57,pass,short_or_medium_pass,Sydney FC,Lolley,47.9,28.9,72.4,82.1,Brattan,True,,,
100106,2H,46,58,pass,short_or_medium_pass,Sydney FC,Burgess,13.5,63.0,1.0,42.4,Redmayne,True,,,
100024,2H,47,14,pass,short_or_medium_pass,Sydney FC,Redmayne,10.1,49.2,23.7,20.8,Grant,True,,,
100796,2H,47,15,touch,,Melbourne Victory,Roderick,13.5,29.9,,,,,,,
100318,2H,47,17,pass,short_or_medium_pass,Melbourne Victory,Izzo,5.4,51.7,13.1,14.0,Vidosic,True,,,
100775,2H,47,20,touch,,Melbourne Victory,Brimmer,43.3,46.6,,,,,,,
100521,2H,47,31,touch,,Sydney FC,Lolley,49.0,99.0,,,,,,,
100006,2H,47,36,shot,,Sydney FC,Kucharski,85.8,42.9,,,,,0.13,False,True
100231,2H,47,36,pass,short_or_medium_pass,Sydney FC,Kucharski,58.6,72.8,74.4,75.9,Brattan,True,,,
100355,2H,47,40,pass,short_or_medium_pass,Melbourne Victory,Geria,11.4,37.5,1.0,44.1,Izzo,True,,,
100007,2H,47,42,shot,,Sydney FC,Teague,92.1,58.5,,,,,0.3,False,False
100539,2H,47,57,touch,,Sydney FC,Caceres,57.1,78.4,,,,,,,
100008,2H,48,1,shot,,Sydney FC,Teague,85.8,52.6,,,,,0.19,False,False
100016,2H,48,7,shot,,Melbourne Victory,Bacus,78.3,59.5,,,,,0.07,False,True
100418,2H,48,8,pass,short_or_medium_pass,Melbourne Victory,Brimmer,46.2,60.7,26.3,21.6,Vidosic,True,,,
100780,2H,48,13,touch,,Melbourne Victory,Vidosic,24.0,62.9,,,,,,,
100848,2H,48,15,touch,,Melbourne Victory,Arslan,69.5,5.2,,,,,,,
100186,2H,48,26,pass,short_or_medium_pass,Sydney FC,Lolley,68.9,28.8,24.8,23.3,Grant,True,,,
100298,2H,48,26,pass,progressive_pass,Sydney FC,Caceres,51.7,63.6,81.1,67.7,,False,,,
100628,2H,48,33,touch,,Sydney FC,Burgess,99.0,42.3,,,,,,,
100676,2H,48,33,touch,,Sydney FC,Burgess,20.0,57.1,,,,,,,
100613,2H,48,34,touch,,Sydney FC,Brattan,13.2,87.6,,,,,,,
100574,2H,48,35,touch,,Sydney FC,Lolley,30.0,35.3,,,,,,,
100757,2H,48,47,touch,,Melbourne Victory,Izzo,49.0,27.3,,,,,,,
100122,2H,48,50,pass,short_or_medium_pass,Sydney FC,Burgess,15.8,55.9,68.0,82.1,Brattan,True,,,
100523,2H,48,51,touch,,Sydney FC,Caceres,79.5,77.0,,,,,,,
100484,2H,48,52,pass,short_or_medium_pass,Melbourne Victory,Kalifa,71.7,68.1,62.8,60.3,Bacus,True,,,
100713,2H,48,54,touch,,Sydney FC,Burgess,50.1,73.5,,,,,,,
100527,2H,49,2,touch,,Sydney FC,Teague,58.0,80.7,,,,,,,
100837,2H,49,7,touch,,Melbourne Victory,Rojas,57.9,62.6,,,,,,,
100173,2H,49,16,pass,short_or_medium_pass,Sydney FC,Caceres,45.3,38.9,64.7,67.3,Kucharski,True,,,
100603,2H,49,18,touch,,Sydney FC,Teague,56.0,80.4,,,,,,,
100461,2H,49,24,pass,short_or_medium_pass,Melbourne Victory,Bacus,51.7,45.6,40.6,70.2,Brimmer,True,,,
100444,2H,49,29,pass,short_or_medium_pass,Melbourne Victory,Brimmer,42.2,68.8,74.2,49.2,Chiba,True,,,
100066,2H,49,42,pass,short_or_medium_pass,Sydney FC,Grant,25.3,18.5,41.1,73.1,Kucharski,True,,,
100496,2H,49,48,pass,progressive_pass,Melbourne Victory,Bacus,60.0,58.6,79.7,46.0,,False,,,
100526,2H,49,52,touch,,Sydney FC,Caceres,17.1,83.7,,,,,,,
100065,2H,49,53,pass,short_or_medium_pass,Sydney FC,Grant,36.2,23.8,51.9,76.2,Kucharski,True,,,
100616,2H,49,53,touch,,Sydney FC,Girdwood-Reich,15.2,30.4,,,,,,,
100151,2H,49,57,pass,short_or_medium_pass,Sydney FC,Caceres,52.8,37.5,15.5,10.9,Grant,True,,,
100738,2H,49,58,touch,,Melbourne Victory,Kalifa,70.1,73.3,,,,,,,
100046,2H,50,5,pass,short_or_medium_pass,Sydney FC,Grant,24.4,15.9,7.2,56.6,Redmayne,True,,,
100534,2H,50,13,touch,,Sydney FC,Girdwood-Reich,40.9,79.3,,,,,,,
100344,2H,50,26,pass,short_or_medium_pass,Melbourne Victory,Vidosic,25.1,20.0,29.6,88.0,Neyder,True,,,
100508,2H,50,26,pass,progressive_pass,Melbourne Victory,Bacus,66.8,54.6,83.4,64.9,,False,,,
100840,2H,50,29,touch,,Melbourne Victory,Arslan,33.5,56.8,,,,,,,
100468,2H,50,56,pass,short_or_medium_pass,Melbourne Victory,Bacus,67.4,48.4,63.6,78.9,Kalifa,True,,,
100859,2H,50,59,touch,,Melbourne Victory,Kalifa,25.4,60.1,,,,,,,
100894,2H,51,19,touch,,Melbourne Victory,Bacus,40.7,65.2,,,,,,,
100185,2H,51,25,pass,short_or_medium_pass,Sydney FC,Lolley,55.3,33.1,20.5,1.4,Grant,True,,,
100811,2H,51,35,touch,,Melbourne Victory,Vidosic,32.3,30.2,,,,,,,
100059,2H,51,38,pass,short_or_medium_pass,Sydney FC,Grant,22.6,19.7,18.6,55.6,Burgess,True,,,
100425,2H,51,38,pass,short_or_medium_pass,Melbourne Victory,Brimmer,44.3,69.9,28.1,73.5,Neyder,True,,,
100504,2H,52,1,pass,progressive_pass,Melbourne Victory,Geria,19.7,39.3,52.1,35.1,Izzo,True,,,
100261,2H,52,2,pass,short_or_medium_pass,Sydney FC,Teague,69.4,54.4,64.2,79.1,Brattan,True,,,
100540,2H,52,6,touch,,Sydney FC,Burgess,87.5,75.6,,,,,,,
100109,2H,52,7,pass,short_or_medium_pass,Sydney FC,Burgess,29.8,65.0,21.5,16.3,Grant,True,,,
100437,2H,52,17,pass,short_or_medium_pass,Melbourne Victory,Brimmer,46.9,60.6,65.9,46.7,Bacus,True,,,
100653,2H,52,24,touch,,Sydney FC,Caceres,15.1,21.5,,,,,,,
